Workout Start,Workout End,Exercise,Weight,Reps,Notes,Kcal,Distance,Duration,Category,Name,Bodyweight
2026-06-08 17:47,2026-06-08 18:09,"Matrix Bicep Curl (Single Arm)",27,10,"",,,,Biceps,"Mix",
2026-06-08 17:47,2026-06-08 18:09,"Matrix Bicep Curl (Single Arm)",27,10,"",,,,Biceps,"Mix",
2026-06-02 16:54,2026-06-02 17:37,"Incline Dumbbell Curl",18,10,"",,,,Biceps,"Pull 1",
2026-06-02 16:54,2026-06-02 17:37,"Incline Dumbbell Curl",18,10,"",,,,Biceps,"Pull 1",
2026-06-02 16:54,2026-06-02 17:37,"Incline Dumbbell Curl",18,8,"",,,,Biceps,"Pull 1",
2026-06-02 16:54,2026-06-02 17:37,"Lat Pulldown",,,"",,,,Back,"Pull 1",
2026-06-02 16:54,2026-06-02 17:37,"Lat Pulldown",,,"",,,,Back,"Pull 1",
2026-06-02 16:54,2026-06-02 17:37,"Upper Back Row",,,"",,,,Back,"Pull 1",
2026-06-02 16:54,2026-06-02 17:37,"Upper Back Row",,,"",,,,Back,"Pull 1",
2026-06-02 16:54,2026-06-02 17:37,"Rear Delt Fly",,,"",,,,Back,"Pull 1",
2026-06-02 16:54,2026-06-02 17:37,"Rear Delt Fly",,,"",,,,Back,"Pull 1",
2026-06-01 16:40,2026-06-01 17:21,"Incline Dumbbell Press",38,10,"",,,,Chest,"Upper",
2026-06-01 16:40,2026-06-01 17:21,"Incline Dumbbell Press",34,12,"",,,,Chest,"Upper",
2026-06-01 16:40,2026-06-01 17:21,"Dumbbell Shoulder Press",32,6,"",,,,Shoulders,"Upper",
2026-06-01 16:40,2026-06-01 17:21,"Matrix Dip Machine",,,"",,,,Triceps,"Upper",
2026-06-01 16:40,2026-06-01 17:21,"Matrix Dip Machine",,,"",,,,Triceps,"Upper",
2026-06-01 16:40,2026-06-01 17:21,"Matrix Dip Machine",,,"",,,,Triceps,"Upper",
2026-06-01 16:40,2026-06-01 17:21,"Lat Pulldown",,,"",,,,Back,"Upper",
2026-06-01 16:40,2026-06-01 17:21,"Lat Pulldown",,,"",,,,Back,"Upper",
2026-06-01 16:40,2026-06-01 17:21,"Lat Pulldown",,,"",,,,Back,"Upper",
2026-06-01 16:40,2026-06-01 17:21,"Neutral Bar Row",,,"",,,,Back,"Upper",
2026-06-01 16:40,2026-06-01 17:21,"Neutral Bar Row",,,"",,,,Back,"Upper",
2026-06-01 16:40,2026-06-01 17:21,"Incline Cable Curls",,,"",,,,Biceps,"Upper",
2026-06-01 16:40,2026-06-01 17:21,"Incline Cable Curls",,,"",,,,Biceps,"Upper",
2026-06-01 16:40,2026-06-01 17:21,"Incline Cable Curls",,,"",,,,Biceps,"Upper",
2026-05-25 17:09,2026-05-25 18:27,"Incline Dumbbell Press",,,"",,,,Chest,"Upper",
2026-05-25 17:09,2026-05-25 18:27,"Incline Dumbbell Press",,,"",,,,Chest,"Upper",
2026-05-25 17:09,2026-05-25 18:27,"Incline Dumbbell Press",,,"",,,,Chest,"Upper",
2026-05-25 17:09,2026-05-25 18:27,"Matrix Incline Press",,,"",,,,Chest,"Upper",
2026-05-25 17:09,2026-05-25 18:27,"Matrix Incline Press",,,"",,,,Chest,"Upper",
2026-05-25 17:09,2026-05-25 18:27,"Matrix Incline Press",,,"",,,,Chest,"Upper",
2026-05-25 17:09,2026-05-25 18:27,"Matrix Dip Machine",,,"",,,,Triceps,"Upper",
2026-05-25 17:09,2026-05-25 18:27,"Matrix Dip Machine",,,"",,,,Triceps,"Upper",
2026-05-25 17:09,2026-05-25 18:27,"Matrix Dip Machine",,,"",,,,Triceps,"Upper",
2026-05-25 17:09,2026-05-25 18:27,"Lat Pulldown",,,"",,,,Back,"Upper",
2026-05-25 17:09,2026-05-25 18:27,"Lat Pulldown",,,"",,,,Back,"Upper",
2026-05-25 17:09,2026-05-25 18:27,"Lat Pulldown",,,"",,,,Back,"Upper",
2026-05-25 17:09,2026-05-25 18:27,"Neutral Bar Row",,,"",,,,Back,"Upper",
2026-05-25 17:09,2026-05-25 18:27,"Neutral Bar Row",,,"",,,,Back,"Upper",
2026-05-25 17:09,2026-05-25 18:27,"Incline Cable Curls",,,"",,,,Biceps,"Upper",
2026-05-25 17:09,2026-05-25 18:27,"Incline Cable Curls",,,"",,,,Biceps,"Upper",
2026-05-25 17:09,2026-05-25 18:27,"Incline Cable Curls",,,"",,,,Biceps,"Upper",
2026-05-22 16:50,2026-05-22 17:41,"Incline Dumbbell Press",38,9,"",,,,Chest,"Upper",
2026-05-22 16:50,2026-05-22 17:41,"Incline Dumbbell Press",34,13,"",,,,Chest,"Upper",
2026-05-22 16:50,2026-05-22 17:41,"Matrix Incline Press",,,"",,,,Chest,"Upper",
2026-05-22 16:50,2026-05-22 17:41,"Matrix Incline Press",,,"",,,,Chest,"Upper",
2026-05-22 16:50,2026-05-22 17:41,"Matrix Incline Press",,,"",,,,Chest,"Upper",
2026-05-22 16:50,2026-05-22 17:41,"Matrix Dip Machine",,,"",,,,Triceps,"Upper",
2026-05-22 16:50,2026-05-22 17:41,"Matrix Dip Machine",,,"",,,,Triceps,"Upper",
2026-05-22 16:50,2026-05-22 17:41,"Matrix Dip Machine",,,"",,,,Triceps,"Upper",
2026-05-22 16:50,2026-05-22 17:41,"Lat Pulldown",,,"",,,,Back,"Upper",
2026-05-22 16:50,2026-05-22 17:41,"Lat Pulldown",,,"",,,,Back,"Upper",
2026-05-22 16:50,2026-05-22 17:41,"Lat Pulldown",,,"",,,,Back,"Upper",
2026-05-22 16:50,2026-05-22 17:41,"Neutral Bar Row",,,"",,,,Back,"Upper",
2026-05-22 16:50,2026-05-22 17:41,"Neutral Bar Row",,,"",,,,Back,"Upper",
2026-05-22 16:50,2026-05-22 17:41,"Incline Cable Curls",,,"",,,,Biceps,"Upper",
2026-05-22 16:50,2026-05-22 17:41,"Incline Cable Curls",,,"",,,,Biceps,"Upper",
2026-05-22 16:50,2026-05-22 17:41,"Incline Cable Curls",,,"",,,,Biceps,"Upper",
2026-05-19 17:52,2026-05-19 18:47,"Hammer Curl",22,12,"",,,,Biceps,"Pull 1",
2026-05-19 17:52,2026-05-19 18:47,"Hammer Curl",22,11,"",,,,Biceps,"Pull 1",
2026-05-19 17:52,2026-05-19 18:47,"Hammer Curl",22,10,"",,,,Biceps,"Pull 1",
2026-05-19 17:52,2026-05-19 18:47,"Incline Dumbbell Curl",18,10,"",,,,Biceps,"Pull 1",
2026-05-19 17:52,2026-05-19 18:47,"Incline Dumbbell Curl",18,9,"",,,,Biceps,"Pull 1",
2026-05-19 17:52,2026-05-19 18:47,"Incline Dumbbell Curl",18,8,"",,,,Biceps,"Pull 1",
2026-05-19 17:52,2026-05-19 18:47,"Lat Pulldown",79,8,"Full reps. Hard machine",,,,Back,"Pull 1",
2026-05-19 17:52,2026-05-19 18:47,"Lat Pulldown",73,14,"",,,,Back,"Pull 1",
2026-05-19 17:52,2026-05-19 18:47,"Upper Back Row",,,"",,,,Back,"Pull 1",
2026-05-19 17:52,2026-05-19 18:47,"Upper Back Row",,,"",,,,Back,"Pull 1",
2026-05-19 17:52,2026-05-19 18:47,"Rear Delt Fly",,,"",,,,Back,"Pull 1",
2026-05-19 17:52,2026-05-19 18:47,"Rear Delt Fly",,,"",,,,Back,"Pull 1",
2026-05-14 17:52,2026-05-14 18:20,"Seated Hammer Curl",,,"",,,,Biceps,"Pull 1",
2026-05-14 17:52,2026-05-14 18:20,"Seated Hammer Curl",,,"",,,,Biceps,"Pull 1",
2026-05-14 17:52,2026-05-14 18:20,"Seated Hammer Curl",,,"",,,,Biceps,"Pull 1",
2026-05-14 17:52,2026-05-14 18:20,"Incline Dumbbell Curl",,,"",,,,Biceps,"Pull 1",
2026-05-14 17:52,2026-05-14 18:20,"Incline Dumbbell Curl",,,"",,,,Biceps,"Pull 1",
2026-05-14 17:52,2026-05-14 18:20,"Incline Dumbbell Curl",,,"",,,,Biceps,"Pull 1",
2026-05-14 17:52,2026-05-14 18:20,"Lat Pulldown",79,7,"Full reps - harder machine",,,,Back,"Pull 1",
2026-05-14 17:52,2026-05-14 18:20,"Lat Pulldown",73,12,"",,,,Back,"Pull 1",
2026-05-14 17:52,2026-05-14 18:20,"Upper Back Row",,,"",,,,Back,"Pull 1",
2026-05-14 17:52,2026-05-14 18:20,"Upper Back Row",,,"",,,,Back,"Pull 1",
2026-05-14 17:52,2026-05-14 18:20,"Rear Delt Fly",,,"",,,,Back,"Pull 1",
2026-05-14 17:52,2026-05-14 18:20,"Rear Delt Fly",,,"",,,,Back,"Pull 1",
2026-05-11 17:18,2026-05-11 18:06,"Incline Dumbbell Press",40,8,"",,,,Chest,"Push 1",
2026-05-11 17:18,2026-05-11 18:06,"Incline Dumbbell Press",36,10,"",,,,Chest,"Push 1",
2026-05-11 17:18,2026-05-11 18:06,"Dumbbell Shoulder Press",,,"",,,,Shoulders,"Push 1",
2026-05-11 17:18,2026-05-11 18:06,"Dumbbell Shoulder Press",,,"",,,,Shoulders,"Push 1",
2026-05-11 17:18,2026-05-11 18:06,"Overhead Tricep Extension",,,"",,,,Triceps,"Push 1",
2026-05-11 17:18,2026-05-11 18:06,"Overhead Tricep Extension",,,"",,,,Triceps,"Push 1",
2026-05-11 17:18,2026-05-11 18:06,"Overhead Tricep Extension",,,"",,,,Triceps,"Push 1",
2026-05-11 17:18,2026-05-11 18:06,"Dumbbell Lateral Raises",,,"",,,,Shoulders,"Push 1",
2026-05-11 17:18,2026-05-11 18:06,"Dumbbell Lateral Raises",,,"",,,,Shoulders,"Push 1",
2026-05-11 17:18,2026-05-11 18:06,"Dumbbell Lateral Raises",,,"",,,,Shoulders,"Push 1",
2026-05-11 17:18,2026-05-11 18:06,"Chest Fly",,,"",,,,Chest,"Push 1",
2026-05-11 17:18,2026-05-11 18:06,"Chest Fly",,,"",,,,Chest,"Push 1",
2026-05-11 17:18,2026-05-11 18:06,"Chest Fly",,,"",,,,Chest,"Push 1",
2026-04-29 17:28,2026-04-29 17:28,"Incline Dumbbell Press",36,11,"",,,,Chest,"Mix",
2026-04-29 17:28,2026-04-29 17:28,"Incline Dumbbell Press",36,11,"",,,,Chest,"Mix",
2026-04-27 17:14,2026-04-27 18:09,"Incline Dumbbell Press",38,10,"",,,,Chest,"Mix",
2026-04-27 17:14,2026-04-27 18:09,"Incline Dumbbell Press",38,9,"",,,,Chest,"Mix",
2026-04-27 17:14,2026-04-27 18:09,"Incline Dumbbell Press",38,8,"",,,,Chest,"Mix",
2026-04-27 17:14,2026-04-27 18:09,"Dumbbell Shoulder Press",34,5,"",,,,Shoulders,"Mix",
2026-04-27 17:14,2026-04-27 18:09,"Matrix Bicep Curl (Single Arm)",,,"",,,,Biceps,"Mix",
2026-04-27 17:14,2026-04-27 18:09,"Matrix Bicep Curl (Single Arm)",,,"",,,,Biceps,"Mix",
2026-04-24 16:57,2026-04-24 17:26,"Incline Dumbbell Press",40,7,"",,,,Chest,"Mix",
2026-04-24 16:57,2026-04-24 17:26,"Incline Dumbbell Press",36,10,"Nearly 11",,,,Chest,"Mix",
2026-04-23 17:03,2026-04-23 18:04,"Lat Pulldown",79,11,"EZ machine",,,,Back,"Mix",
2026-04-23 17:03,2026-04-23 18:04,"Lat Pulldown",73,12,"",,,,Back,"Mix",
2026-04-21 17:26,2026-04-21 18:31,"Hammer Curl",24,12,"",,,,Biceps,"Mix",
2026-04-21 17:26,2026-04-21 18:31,"Hammer Curl",24,10,"",,,,Biceps,"Mix",
2026-04-21 17:26,2026-04-21 18:31,"Incline Dumbbell Curl",16,15,"",,,,Biceps,"Mix",
2026-04-21 17:26,2026-04-21 18:31,"Incline Dumbbell Curl",16,12,"",,,,Biceps,"Mix",
2026-04-20 17:23,2026-04-20 18:30,"Incline Dumbbell Press",38,10,"",,,,Chest,"Mix",
2026-04-20 17:23,2026-04-20 18:30,"Incline Dumbbell Press",38,8,"",,,,Chest,"Mix",
2026-04-20 17:23,2026-04-20 18:30,"Incline Dumbbell Press",38,7,"",,,,Chest,"Mix",
2026-04-20 17:23,2026-04-20 18:30,"Dumbbell Shoulder Press",34,5,"",,,,Shoulders,"Mix",
2026-04-17 17:01,2026-04-17 18:27,"Lat Pulldown",73,14,"2 partial",,,,Back,"Pull 2",
2026-04-17 17:01,2026-04-17 18:27,"Lat Pulldown",73,12,"",,,,Back,"Pull 2",
2026-04-17 17:01,2026-04-17 18:27,"Neutral Bar Pulldown",,,"",,,,Back,"Pull 2",
2026-04-17 17:01,2026-04-17 18:27,"Neutral Bar Pulldown",,,"",,,,Back,"Pull 2",
2026-04-17 17:01,2026-04-17 18:27,"Neutral Bar Row",,,"",,,,Back,"Pull 2",
2026-04-17 17:01,2026-04-17 18:27,"Neutral Bar Row",,,"",,,,Back,"Pull 2",
2026-04-17 17:01,2026-04-17 18:27,"Upper Back Row",,,"",,,,Back,"Pull 2",
2026-04-17 17:01,2026-04-17 18:27,"Upper Back Row",,,"",,,,Back,"Pull 2",
2026-04-17 17:01,2026-04-17 18:27,"Dumbbell Bicep Curl",,,"",,,,Biceps,"Pull 2",
2026-04-17 17:01,2026-04-17 18:27,"Dumbbell Bicep Curl",,,"",,,,Biceps,"Pull 2",
2026-04-17 17:01,2026-04-17 18:27,"Rear Delt Fly",,,"",,,,Back,"Pull 2",
2026-04-17 17:01,2026-04-17 18:27,"Rear Delt Fly",,,"",,,,Back,"Pull 2",
2026-04-17 17:01,2026-04-17 18:27,"Rear Delt Fly",,,"",,,,Back,"Pull 2",
2026-04-16 17:32,2026-04-16 18:37,"Incline Dumbbell Press",38,8,"",,,,Chest,"Mix",
2026-04-16 17:32,2026-04-16 18:37,"Incline Dumbbell Press",38,7,"",,,,Chest,"Mix",
2026-04-16 17:32,2026-04-16 18:37,"Incline Dumbbell Press",38,7,"",,,,Chest,"Mix",
2026-04-16 17:32,2026-04-16 18:37,"Dumbbell Shoulder Press",34,5,"",,,,Shoulders,"Mix",
2026-04-16 17:32,2026-04-16 18:37,"JM Press",50,12,"",,,,Triceps,"Mix",
2026-04-16 17:32,2026-04-16 18:37,"JM Press",50,10,"",,,,Triceps,"Mix",
2026-04-16 17:32,2026-04-16 18:37,"JM Press",50,8,"",,,,Triceps,"Mix",
2026-04-14 17:13,2026-04-14 18:00,"Incline Dumbbell Curl",18,11,"",,,,Biceps,"Mix",
2026-04-14 17:13,2026-04-14 18:00,"Incline Dumbbell Curl",18,12,"",,,,Biceps,"Mix",
2026-04-14 17:13,2026-04-14 18:00,"Incline Dumbbell Curl",18,9,"",,,,Biceps,"Mix",
2026-04-14 17:13,2026-04-14 18:00,"Matrix Bicep Curl (Single Arm)",27,9,"",,,,Biceps,"Mix",
2026-04-14 17:13,2026-04-14 18:00,"Matrix Bicep Curl (Single Arm)",27,8,"",,,,Biceps,"Mix",
2026-04-13 17:18,2026-04-13 17:55,"Incline Dumbbell Press",40,7,"",,,,Chest,"Mix",
2026-04-13 17:18,2026-04-13 17:55,"Incline Dumbbell Press",34,12,"",,,,Chest,"Mix",
2026-04-13 17:18,2026-04-13 17:55,"Dumbbell Shoulder Press",34,6,"",,,,Shoulders,"Mix",
2026-04-09 17:10,2026-04-09 17:30,"Incline Dumbbell Press",38,10,"",,,,Chest,"Mix",
2026-04-09 17:10,2026-04-09 17:30,"Incline Dumbbell Press",34,12,"",,,,Chest,"Mix",
2026-04-09 17:10,2026-04-09 17:30,"Dumbbell Shoulder Press",34,5,"",,,,Shoulders,"Mix",
2026-04-09 17:10,2026-04-09 17:30,"JM Press",50,12,"",,,,Triceps,"Mix",
2026-04-09 17:10,2026-04-09 17:30,"JM Press",50,12,"",,,,Triceps,"Mix",
2026-04-09 17:10,2026-04-09 17:30,"JM Press",50,12,"",,,,Triceps,"Mix",
2026-04-07 17:37,2026-04-07 18:31,"Incline Dumbbell Curl",18,11,"",,,,Biceps,"Pull 1",
2026-04-07 17:37,2026-04-07 18:31,"Incline Dumbbell Curl",18,10,"",,,,Biceps,"Pull 1",
2026-04-07 17:37,2026-04-07 18:31,"Incline Dumbbell Curl",18,6,"",,,,Biceps,"Pull 1",
2026-04-07 17:37,2026-04-07 18:31,"Lat Pulldown",,,"",,,,Back,"Pull 1",
2026-04-07 17:37,2026-04-07 18:31,"Lat Pulldown",,,"",,,,Back,"Pull 1",
2026-04-07 17:37,2026-04-07 18:31,"Upper Back Row",,,"",,,,Back,"Pull 1",
2026-04-07 17:37,2026-04-07 18:31,"Upper Back Row",,,"",,,,Back,"Pull 1",
2026-04-07 17:37,2026-04-07 18:31,"Rear Delt Fly",,,"",,,,Back,"Pull 1",
2026-04-07 17:37,2026-04-07 18:31,"Rear Delt Fly",,,"",,,,Back,"Pull 1",
2026-04-06 17:36,2026-04-06 17:36,"Incline Dumbbell Press",32,15,"",,,,Chest,"Push 1",
2026-04-06 17:36,2026-04-06 17:36,"Incline Dumbbell Press",32,10,"",,,,Chest,"Push 1",
2026-04-06 17:36,2026-04-06 17:36,"Dumbbell Shoulder Press",,,"",,,,Shoulders,"Push 1",
2026-04-06 17:36,2026-04-06 17:36,"Dumbbell Shoulder Press",,,"",,,,Shoulders,"Push 1",
2026-04-06 17:36,2026-04-06 17:36,"Overhead Tricep Extension",,,"",,,,Triceps,"Push 1",
2026-04-06 17:36,2026-04-06 17:36,"Overhead Tricep Extension",,,"",,,,Triceps,"Push 1",
2026-04-06 17:36,2026-04-06 17:36,"Overhead Tricep Extension",,,"",,,,Triceps,"Push 1",
2026-04-06 17:36,2026-04-06 17:36,"Dumbbell Lateral Raises",,,"",,,,Shoulders,"Push 1",
2026-04-06 17:36,2026-04-06 17:36,"Dumbbell Lateral Raises",,,"",,,,Shoulders,"Push 1",
2026-04-06 17:36,2026-04-06 17:36,"Dumbbell Lateral Raises",,,"",,,,Shoulders,"Push 1",
2026-04-06 17:36,2026-04-06 17:36,"Chest Fly",,,"",,,,Chest,"Push 1",
2026-04-06 17:36,2026-04-06 17:36,"Chest Fly",,,"",,,,Chest,"Push 1",
2026-04-06 17:36,2026-04-06 17:36,"Chest Fly",,,"",,,,Chest,"Push 1",
2026-03-30 17:13,2026-03-30 17:20,"Incline Dumbbell Press",40,6,"",,,,Chest,"Mix",
2026-03-30 17:13,2026-03-30 17:20,"Incline Dumbbell Press",26,15,"",,,,Chest,"Mix",
2026-03-30 17:13,2026-03-30 17:20,"Matrix Bicep Curl (Single Arm)",23,13,"",,,,Biceps,"Mix",
2026-03-30 17:13,2026-03-30 17:20,"Matrix Bicep Curl (Single Arm)",23,12,"",,,,Biceps,"Mix",
2026-03-27 17:54,2026-03-27 18:03,"Incline Dumbbell Press",40,6,"",,,,Chest,"Mix",
2026-03-27 17:54,2026-03-27 18:03,"Incline Dumbbell Press",40,5,"",,,,Chest,"Mix",
2026-03-27 17:54,2026-03-27 18:03,"Incline Dumbbell Press",40,5,"",,,,Chest,"Mix",
2026-03-24 17:02,2026-03-24 17:50,"Incline Dumbbell Curl",20,8,"",,,,Biceps,"Pull 1",
2026-03-24 17:02,2026-03-24 17:50,"Incline Dumbbell Curl",18,10,"",,,,Biceps,"Pull 1",
2026-03-24 17:02,2026-03-24 17:50,"Incline Dumbbell Curl",18,9,"",,,,Biceps,"Pull 1",
2026-03-24 17:02,2026-03-24 17:50,"Lat Pulldown",73,15,"Last 5 reps partial",,,,Back,"Pull 1",
2026-03-24 17:02,2026-03-24 17:50,"Lat Pulldown",73,12,"",,,,Back,"Pull 1",
2026-03-24 17:02,2026-03-24 17:50,"Upper Back Row",,,"",,,,Back,"Pull 1",
2026-03-24 17:02,2026-03-24 17:50,"Upper Back Row",,,"",,,,Back,"Pull 1",
2026-03-24 17:02,2026-03-24 17:50,"Rear Delt Fly",,,"",,,,Back,"Pull 1",
2026-03-24 17:02,2026-03-24 17:50,"Rear Delt Fly",,,"",,,,Back,"Pull 1",
2026-03-24 17:02,2026-03-24 17:50,"Seated Hammer Curl (Single Arm)",20,12,"",,,,Biceps,"Pull 1",
2026-03-24 17:02,2026-03-24 17:50,"Seated Hammer Curl (Single Arm)",20,10,"",,,,Biceps,"Pull 1",
2026-03-23 16:45,,"Incline Dumbbell Press",40,7,"",,,,Chest,"Push 1",
2026-03-23 16:45,,"Incline Dumbbell Press",34,14,"",,,,Chest,"Push 1",
2026-03-23 16:45,,"Dumbbell Shoulder Press",30,8,"",,,,Shoulders,"Push 1",
2026-03-23 16:45,,"Dumbbell Shoulder Press",32,,"",,,,Shoulders,"Push 1",
2026-03-23 16:45,,"Overhead Tricep Extension",,,"",,,,Triceps,"Push 1",
2026-03-23 16:45,,"Overhead Tricep Extension",,,"",,,,Triceps,"Push 1",
2026-03-23 16:45,,"Overhead Tricep Extension",,,"",,,,Triceps,"Push 1",
2026-03-23 16:45,,"Dumbbell Lateral Raises",,,"",,,,Shoulders,"Push 1",
2026-03-23 16:45,,"Dumbbell Lateral Raises",,,"",,,,Shoulders,"Push 1",
2026-03-23 16:45,,"Dumbbell Lateral Raises",,,"",,,,Shoulders,"Push 1",
2026-03-23 16:45,,"Chest Fly",,,"",,,,Chest,"Push 1",
2026-03-23 16:45,,"Chest Fly",,,"",,,,Chest,"Push 1",
2026-03-23 16:45,,"Chest Fly",,,"",,,,Chest,"Push 1",
2026-03-20 17:23,2026-03-20 17:42,"Hammer Curl",24,10,"",,,,Biceps,"Mix",
2026-03-20 17:23,2026-03-20 17:42,"Hammer Curl",24,10,"",,,,Biceps,"Mix",
2026-03-20 17:23,2026-03-20 17:42,"Incline Dumbbell Curl",16,14,"",,,,Biceps,"Mix",
2026-03-20 17:23,2026-03-20 17:42,"Incline Dumbbell Curl",16,13,"",,,,Biceps,"Mix",
2026-03-20 17:23,2026-03-20 17:42,"Incline Dumbbell Curl",16,12,"",,,,Biceps,"Mix",
2026-03-19 17:09,2026-03-19 18:01,"Incline Dumbbell Press",40,7,"",,,,Chest,"Mix",
2026-03-19 17:09,2026-03-19 18:01,"Incline Dumbbell Press",36,10,"",,,,Chest,"Mix",
2026-03-19 17:09,2026-03-19 18:01,"Dumbbell Shoulder Press",20,8,"",,,,Shoulders,"Mix",
2026-03-19 17:09,2026-03-19 18:01,"Dumbbell Shoulder Press",26,8,"",,,,Shoulders,"Mix",
2026-03-19 17:09,2026-03-19 18:01,"Dumbbell Shoulder Press",30,8,"",,,,Shoulders,"Mix",
2026-03-19 17:09,2026-03-19 18:01,"Chest Fly",79,14,"",,,,Chest,"Mix",
2026-03-19 17:09,2026-03-19 18:01,"Chest Fly",79,12,"",,,,Chest,"Mix",
2026-03-19 17:09,2026-03-19 18:01,"Chest Fly",79,,"",,,,Chest,"Mix",
2026-03-17 16:32,2026-03-17 16:32,"Incline Dumbbell Curl",20,8,"",,,,Biceps,"Mix",
2026-03-17 16:32,2026-03-17 16:32,"Incline Dumbbell Curl",16,14,"",,,,Biceps,"Mix",
2026-03-17 16:32,2026-03-17 16:32,"Matrix Bicep Curl (Single Arm)",23,10,"",,,,Biceps,"Mix",
2026-03-17 16:32,2026-03-17 16:32,"Matrix Bicep Curl (Single Arm)",23,8,"",,,,Biceps,"Mix",
2026-03-17 16:32,2026-03-17 16:32,"Matrix Bicep Curl (Single Arm)",23,8,"",,,,Biceps,"Mix",
2026-03-17 16:32,2026-03-17 16:32,"Lat Pulldown",79,8,"1 partial ",,,,Back,"Mix",
2026-03-17 16:32,2026-03-17 16:32,"Lat Pulldown",73,12,"",,,,Back,"Mix",
2026-03-16 19:23,2026-03-16 19:54,"Incline Dumbbell Press",42,4,"",,,,Chest,"Mix",
2026-03-16 19:23,2026-03-16 19:54,"Incline Dumbbell Press",34,12,"",,,,Chest,"Mix",
2026-03-16 19:23,2026-03-16 19:54,"Cable Chest Fly",20,12,"",,,,Chest,"Mix",
2026-03-16 19:23,2026-03-16 19:54,"Cable Chest Fly",20,12,"",,,,Chest,"Mix",
2026-03-16 19:23,2026-03-16 19:54,"Cable Chest Fly",20,10,"",,,,Chest,"Mix",
2026-03-13 16:55,2026-03-13 17:28,"Incline Dumbbell Curl",20,7,"",,,,Biceps,"Mix",
2026-03-13 16:55,2026-03-13 17:28,"Incline Dumbbell Curl",16,13,"",,,,Biceps,"Mix",
2026-03-13 16:55,2026-03-13 17:28,"Seated Hammer Curl",22,8,"",,,,Biceps,"Mix",
2026-03-13 16:55,2026-03-13 17:28,"Seated Hammer Curl",18,12,"",,,,Biceps,"Mix",
2026-03-13 16:55,2026-03-13 17:28,"Lat Pulldown",73,10,"1 partial",,,,Back,"Mix",
2026-03-13 16:55,2026-03-13 17:28,"Lat Pulldown",73,8,"",,,,Back,"Mix",
2026-03-13 16:55,2026-03-13 17:28,"Neutral Bar Row",113,8,"",,,,Back,"Mix",
2026-03-13 16:55,2026-03-13 17:28,"Neutral Bar Row",113,8,"",,,,Back,"Mix",
2026-03-12 17:12,2026-03-12 18:09,"Incline Dumbbell Press",38,9,"",,,,Chest,"Mix",
2026-03-12 17:12,2026-03-12 18:09,"Incline Dumbbell Press",34,13,"",,,,Chest,"Mix",
2026-03-12 17:12,2026-03-12 18:09,"Chest Fly",66,12,"",,,,Chest,"Mix",
2026-03-12 17:12,2026-03-12 18:09,"Chest Fly",73,12,"",,,,Chest,"Mix",
2026-03-12 17:12,2026-03-12 18:09,"Chest Fly",79,12,"",,,,Chest,"Mix",
2026-03-12 17:12,2026-03-12 18:09,"EZ Skullcrusher",40,12,"",,,,Triceps,"Mix",
2026-03-12 17:12,2026-03-12 18:09,"EZ Skullcrusher",40,12,"",,,,Triceps,"Mix",
2026-03-12 17:12,2026-03-12 18:09,"EZ Skullcrusher",40,12,"",,,,Triceps,"Mix",
2026-03-10 17:10,2026-03-10 17:50,"Incline Dumbbell Curl",18,11,"",,,,Biceps,"Mix",
2026-03-10 17:10,2026-03-10 17:50,"Incline Dumbbell Curl",18,9,"",,,,Biceps,"Mix",
2026-03-10 17:10,2026-03-10 17:50,"Incline Dumbbell Curl",18,8,"",,,,Biceps,"Mix",
2026-03-10 17:10,2026-03-10 17:50,"Matrix Bicep Curl (Single Arm)",23,8,"",,,,Biceps,"Mix",
2026-03-10 17:10,2026-03-10 17:50,"Matrix Bicep Curl (Single Arm)",23,8,"",,,,Biceps,"Mix",
2026-03-10 17:10,2026-03-10 17:50,"Matrix Bicep Curl (Single Arm)",23,8,"",,,,Biceps,"Mix",
2026-03-07 12:03,2026-03-07 14:25,"Incline Dumbbell Curl",,,"",,,,Biceps,"",
2026-03-07 12:03,2026-03-07 14:25,"Incline Dumbbell Curl",,,"",,,,Biceps,"",
2026-03-07 12:03,2026-03-07 14:25,"Incline Dumbbell Curl",,,"",,,,Biceps,"",
2026-03-04 17:07,2026-03-04 17:51,"Incline Dumbbell Curl",18,10,"",,,,Biceps,"Mix",
2026-03-04 17:07,2026-03-04 17:51,"Incline Dumbbell Curl",18,9,"",,,,Biceps,"Mix",
2026-03-04 17:07,2026-03-04 17:51,"Incline Dumbbell Curl",18,8,"",,,,Biceps,"Mix",
2026-03-04 17:07,2026-03-04 17:51,"Matrix Bicep Curl",,,"",,,,Biceps,"Mix",
2026-03-04 17:07,2026-03-04 17:51,"Matrix Bicep Curl",,,"",,,,Biceps,"Mix",
2026-03-04 17:07,2026-03-04 17:51,"Matrix Bicep Curl",,,"",,,,Biceps,"Mix",
2026-03-04 17:07,2026-03-04 17:51,"Seated Hammer Curl",20,12,"",,,,Biceps,"Mix",
2026-03-04 17:07,2026-03-04 17:51,"Seated Hammer Curl",20,12,"",,,,Biceps,"Mix",
2026-03-04 17:07,2026-03-04 17:51,"Seated Hammer Curl",20,12,"",,,,Biceps,"Mix",
2026-03-03 17:37,2026-03-03 18:56,"Incline Dumbbell Press",40,5,"",,,,Chest,"Mix",
